ExperimentName	Subject	Session	SessionDate	SessionTime	LineNumber	RunningSample	ACC	CRESP	RESP	RT	CurrentObject	ComponentName	CurrentFixationDuration	CursorX	CursorY	RTTime	RTTimeMicro	RTTimeReceived	RTTimeReceivedMicro	SystemTimestamp	HardwareTimestamp	HostTimestamp	SEQD	SEQH	GazePointValidityLeftEye	GazePointPositionDisplayXLeftEye	GazePointPositionDisplayYLeftEye	GazePointValidityRightEye	GazePointPositionDisplayXRightEye	GazePointPositionDisplayYRightEye	GazePointPositionUserXLeftEye	GazePointPositionUserYLeftEye	GazePointPositionUserZLeftEye	GazePointPositionUserXRightEye	GazePointPositionUserYRightEye	GazePointPositionUserZRightEye	GazeOriginValidityLeftEye	GazeOriginPositionUserXLeftEye	GazeOriginPositionUserYLeftEye	GazeOriginPositionUserZLeftEye	GazeOriginValidityRightEye	GazeOriginPositionUserXRightEye	GazeOriginPositionUserYRightEye	GazeOriginPositionUserZRightEye	GazeOriginPositionTrackBoxXLeftEye	GazeOriginPositionTrackBoxYLeftEye	GazeOriginPositionTrackBoxZLeftEye	GazeOriginPositionTrackBoxXRightEye	GazeOriginPositionTrackBoxYRightEye	GazeOriginPositionTrackBoxZRightEye	PupilValidityLeftEye	PupilDiameterLeftEye	PupilValidityRightEye	PupilDiameterRightEye	Digit
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	11	1	0			0	Fixation		149	680	454	53163	53163963	53173	53173147	2918897555	2806867338	2918906739	142	1126	1	0.65904	0.56015	1	0.67092	0.62333	61.69793	99.13094	29.24371	65.78307	86.36601	24.59762	1	-52.12589	-82.61646	728.32227	1	18.19609	-89.75357	730.82916	0.59508	0.65083	0.66969	0.46662	0.66332	0.67309	1	3.66333	1	4.07523	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	12	1	0			0	Fixation		166	682	450	53180	53180400	53188	53188593	2918913992	2806883775	2918922185	143	1127	1	0.66971	0.55072	1	0.66294	0.62131	65.36891	101.03543	29.93684	63.03996	86.77390	24.74609	1	-52.18624	-82.64014	728.38025	1	18.16606	-89.76079	730.87811	0.59518	0.65086	0.66982	0.46668	0.66332	0.67319	1	3.66071	1	4.12724	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	13	1	0			0	Fixation		182	635	448	53196	53196895	53205	53205702	2918930486	2806900268	2918939293	144	1128	1	0.63860	0.55278	1	0.60253	0.61646	54.66735	100.61931	29.78538	42.25786	87.75372	25.10272	1	-52.36912	-82.65619	728.73236	1	18.00714	-89.75166	731.18481	0.59547	0.65082	0.67054	0.46698	0.66323	0.67379	1	3.65349	1	4.16522	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	14	1	0			0	Fixation		199	486	417	53213	53213879	53222	53222828	2918947471	2806917253	2918956420	145	1129	1	0.48472	0.52822	1	0.46549	0.55943	1.73319	105.58015	31.59094	-4.88385	99.27554	29.29632	1	-52.81756	-82.56136	728.99304	1	17.47833	-89.61195	731.50342	0.59626	0.65059	0.67110	0.46796	0.66291	0.67436	1	3.68764	1	4.22264	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	15	1	0			0	Fixation		216	430	383	53230	53230321	53238	53238858	2918963913	2806933695	2918972450	146	1130	1	0.43653	0.48661	1	0.40492	0.51130	-14.84487	113.98682	34.65076	-25.71689	109.00046	32.83590	1	-52.93468	-82.49541	729.18176	1	17.37974	-89.56898	731.69025	0.59645	0.65043	0.67148	0.46815	0.66279	0.67471	1	3.67862	1	4.24158	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	16	1	0			0	Fixation		232	439	368	53246	53246860	53255	53255708	2918980452	2806950234	2918989300	147	1131	1	0.44191	0.46546	1	0.41595	0.49366	-12.99398	118.25993	36.20607	-21.92466	112.56324	34.13260	1	-52.97894	-82.55627	729.89563	1	17.42412	-89.65001	732.46069	0.59643	0.65039	0.67292	0.46810	0.66276	0.67626	1	3.67633	1	4.28673	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	17	1	0			0	Fixation		249	453	357	53263	53263697	53272	53272599	2918997289	2806967071	2919006191	148	1132	1	0.45768	0.46371	1	0.42820	0.46694	-7.56906	118.61492	36.33524	-17.71094	117.96236	36.09774	1	-52.97223	-82.53271	729.86499	1	17.46596	-89.63793	732.42242	0.59642	0.65036	0.67285	0.46802	0.66275	0.67619	1	3.67584	1	4.32770	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	18	1	0			0	Fixation		266	457	352	53280	53280242	53288	53288337	2919013833	2806983615	2919021928	149	1133	1	0.45145	0.46734	1	0.44138	0.45075	-9.71080	117.88118	36.06822	-13.17664	121.23267	37.28802	1	-52.94585	-82.55554	730.07813	1	17.50263	-89.67301	732.61145	0.59635	0.65035	0.67327	0.46796	0.66277	0.67657	1	3.66716	1	4.35579	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	19	1	0			0	Fixation		282	456	346	53296	53296826	53305	53305757	2919030418	2807000200	2919039349	150	1134	1	0.45110	0.45909	1	0.44074	0.44377	-9.83200	119.54698	36.67451	-13.39725	122.64331	37.80149	1	-52.93583	-82.58186	730.28607	1	17.53528	-89.71418	732.84125	0.59630	0.65036	0.67369	0.46791	0.66279	0.67704	1	3.66716	1	4.34067	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	20	1	0			0	Fixation		299	456	348	53313	53313517	53322	53322263	2919047109	2807016891	2919055855	151	1135	1	0.44611	0.46179	1	0.44476	0.44576	-11.54908	119.00117	36.47588	-12.01474	122.23994	37.65465	1	-52.90739	-82.63894	730.60638	1	17.59457	-89.77893	733.15192	0.59621	0.65040	0.67433	0.46782	0.66284	0.67768	1	3.66806	1	4.33484	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	21	1	0			0	Fixation		316	456	357	53330	53330161	53338	53338369	2919063753	2807033535	2919071961	152	1136	1	0.45032	0.47297	1	0.44067	0.45822	-10.09971	116.74412	35.65432	-13.42155	119.72266	36.73846	1	-52.85521	-82.62077	730.44928	1	17.63771	-89.76874	733.00275	0.59613	0.65040	0.67401	0.46773	0.66286	0.67738	1	3.66075	1	4.31558	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	22	1	0			0	Fixation		332	457	359	53346	53346793	53355	53355520	2919080384	2807050166	2919089111	153	1137	1	0.45356	0.47863	1	0.44062	0.45647	-8.98748	115.60048	35.23806	-13.43630	120.07765	36.86766	1	-52.83585	-82.58923	730.31342	1	17.65024	-89.73225	732.84393	0.59612	0.65037	0.67373	0.46770	0.66283	0.67706	1	3.65562	1	4.31071	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	23	1	0			0	Fixation		349	457	359	53363	53363530	53372	53372510	2919097122	2807066903	2919106102	154	1138	1	0.45408	0.47161	1	0.43984	0.46584	-8.80792	117.01741	35.75378	-13.70511	118.18305	36.17808	1	-52.80376	-82.53034	730.04309	1	17.66543	-89.66375	732.57007	0.59609	0.65032	0.67318	0.46767	0.66276	0.67650	1	3.62811	1	4.26181	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	24	1	0			0	Fixation		366	475	408	53380	53380082	53388	53388189	2919113674	2807083455	2919121781	155	1139	1	0.47239	0.50331	1	0.45616	0.56178	-2.50941	110.61443	33.42333	-8.09381	98.80003	29.12320	1	-52.67228	-82.53706	730.15552	1	17.77811	-89.65637	732.69867	0.59584	0.65031	0.67338	0.46747	0.66272	0.67676	1	3.62514	1	4.14659	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	25	1	0			0	Fixation		382	482	427	53396	53396663	53405	53405585	2919130255	2807100036	2919139177	156	1140	1	0.49751	0.53014	1	0.44571	0.58426	6.13200	105.19412	31.45052	-11.68745	94.26022	27.47082	1	-52.71384	-82.60573	730.81842	1	17.82387	-89.70910	733.28143	0.59583	0.65029	0.67472	0.46741	0.66269	0.67793	1	3.57907	1	4.02361	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	26	1	0			0	Fixation		399	489	429	53413	53413543	53422	53422681	2919147134	2807116915	2919156272	157	1141	1	0.50638	0.54093	1	0.44957	0.57880	9.18179	103.01283	30.65658	-10.35894	95.36211	27.87187	1	-52.80822	-82.67174	731.40674	1	17.80231	-89.76868	733.92615	0.59592	0.65029	0.67591	0.46748	0.66265	0.67922	1	3.55589	1	3.99905	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	27	1	0			0	Fixation		416	486	416	53430	53430003	53438	53438182	2919163594	2807133375	2919171773	158	1142	1	0.50192	0.52081	1	0.44810	0.56296	7.64822	107.07870	32.13647	-10.86656	98.56285	29.03693	1	-52.82358	-82.67901	731.12720	1	17.78397	-89.77006	733.66949	0.59599	0.65036	0.67536	0.46750	0.66271	0.67871	1	3.56920	1	3.98164	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	28	1	0			0	Fixation		432	501	408	53446	53446630	53455	53455381	2919180221	2807150002	2919188972	159	1143	1	0.50719	0.51201	1	0.47291	0.55053	9.46226	108.85583	32.78328	-2.33007	101.07319	29.95063	1	-52.82971	-82.70850	731.07324	1	17.77494	-89.78217	733.61530	0.59600	0.65043	0.67526	0.46751	0.66275	0.67860	1	3.56560	1	4.02382	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	29	1	0			0	Fixation		449	503	401	53463	53463457	53472	53472566	2919197049	2807166830	2919206158	160	1144	1	0.50710	0.51561	1	0.47594	0.52954	9.43137	108.12885	32.51865	-1.28777	105.31397	31.49407	1	-52.82589	-82.75243	731.08215	1	17.78800	-89.83357	733.62549	0.59600	0.65051	0.67529	0.46749	0.66284	0.67864	1	3.54231	1	3.99843	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	30	1	0			0	Fixation		465	516	414	53479	53479923	53488	53488291	2919213514	2807183295	2919221882	161	1145	1	0.49794	0.52768	1	0.51057	0.55074	6.27939	105.69026	31.63110	10.62534	101.03185	29.93553	1	-52.80416	-82.78326	731.16498	1	17.80463	-89.86065	733.70190	0.59595	0.65055	0.67546	0.46746	0.66287	0.67880	1	3.49640	1	3.83611	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	31	1	0			0	Fixation		482	539	531	53496	53496497	53505	53505353	2919230089	2807199870	2919238945	162	1146	1	0.55878	0.72275	1	0.49469	0.66240	27.20923	66.27947	17.28669	5.16066	78.47357	21.72501	1	-52.77067	-82.78060	731.12256	1	17.82515	-89.84499	733.67084	0.59589	0.65055	0.67537	0.46742	0.66285	0.67873	1	2.92113	1	3.41972	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	32	1	0			0	Fixation		499	-1	-1	53513	53513470	53521	53521236	2919247062	2807216842	2919254828	163	1147	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	33	1	0			0	Fixation		515	-1	-1	53529	53529844	53536	53536307	2919263435	2807233215	2919269898	164	1148	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	34	1	0			0	Fixation		532	-1	-1	53546	53546464	53553	53553847	2919280056	2807249836	2919287439	165	1149	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	35	1	0			0	Fixation		549	-1	-1	53563	53563334	53570	53570795	2919296926	2807266706	2919304387	166	1150	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	36	1	0			0	Fixation		565	-1	-1	53579	53579763	53586	53586319	2919313355	2807283135	2919319911	167	1151	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	37	1	0			0	Fixation		582	-1	-1	53596	53596430	53604	53604334	2919330022	2807299802	2919337926	168	1152	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	38	1	0			0	Fixation		599	-1	-1	53613	53613250	53620	53620424	2919346842	2807316622	2919354016	169	1153	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	39	1	0			0	Fixation		615	-1	-1	53629	53629610	53635	53635844	2919363202	2807332982	2919369436	170	1154	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	40	1	0			0	Fixation		632	789	792	53646	53646300	53654	53654803	2919379892	2807349672	2919388395	171	1155	1	0.77101	1.03230	0	-1.00000	-1.00000	100.21378	3.74280	-5.47479	-1.00000	-1.00000	-1.00000	1	-52.58700	-82.68366	731.17175	0	-1.00000	-1.00000	-1.00000	0.59555	0.65036	0.67542	-1.00000	-1.00000	-1.00000	1	2.39139	0	-1.#IND0	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	41	1	0			0	Fixation		649	413	635	53663	53663167	53672	53672004	2919396759	2807366538	2919405596	172	1156	1	0.60554	0.94195	1	0.20288	0.71181	43.29381	21.99443	1.16828	-95.22060	68.48988	18.09125	1	-52.57317	-82.67646	731.20453	1	18.14245	-89.80332	733.66559	0.59552	0.65034	0.67548	0.46685	0.66277	0.67873	1	2.45796	1	2.92766	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	42	1	0			0	Fixation		665	440	497	53679	53679512	53687	53687320	2919413104	2807382883	2919420912	173	1157	1	0.44328	0.67023	1	0.41627	0.62456	-12.52304	76.89046	21.14880	-21.81394	86.11810	24.50740	1	-52.53861	-82.68185	731.20831	1	18.13951	-89.81898	733.67596	0.59546	0.65035	0.67548	0.46685	0.66280	0.67875	1	3.21890	1	3.65718	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	43	1	0			0	Fixation		682	478	451	53696	53696267	53705	53705109	2919429859	2807399638	2919438701	174	1158	1	0.46748	0.61392	1	0.46801	0.56094	-4.19838	88.26762	25.28976	-4.01487	98.97118	29.18553	1	-52.53840	-82.69689	731.06293	1	18.12994	-89.82924	733.56281	0.59548	0.65041	0.67520	0.46687	0.66284	0.67853	1	3.32143	1	3.83731	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	44	1	0			0	Fixation		699	506	380	53713	53713082	53722	53722300	2919446674	2807416453	2919455892	175	1159	1	0.49165	0.51305	1	0.49750	0.47705	4.11660	108.64541	32.70668	6.12971	115.91872	35.35394	1	-52.54255	-82.71832	730.84576	1	18.09604	-89.85463	733.31702	0.59551	0.65049	0.67477	0.46692	0.66294	0.67805	1	3.45320	1	3.97505	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	45	1	0			0	Fixation		715	510	347	53729	53729524	53737	53737708	2919463116	2807432895	2919471300	176	1160	1	0.49819	0.46996	1	0.49891	0.43626	6.36644	117.35128	35.87535	6.61233	124.16011	38.35354	1	-52.57630	-82.75537	730.47241	1	18.03819	-89.87252	732.97772	0.59562	0.65064	0.67405	0.46701	0.66305	0.67737	1	3.46274	1	4.02640	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	46	1	0			0	Fixation		732	505	338	53746	53746137	53754	53754883	2919479729	2807449508	2919488475	177	1161	1	0.48977	0.46685	1	0.49806	0.41547	3.46778	117.98013	36.10424	6.31987	128.36021	39.88226	1	-52.59844	-82.75829	730.27753	1	17.98038	-89.87566	732.78552	0.59569	0.65068	0.67366	0.46710	0.66310	0.67699	1	3.49742	1	4.04768	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	47	1	0			0	Fixation		748	503	338	53762	53762900	53772	53772363	2919496492	2807466271	2919505955	178	1162	1	0.48400	0.47115	1	0.49956	0.41104	1.48382	117.11121	35.78792	6.83821	129.25597	40.20833	1	-52.66064	-82.77966	730.24524	1	17.89766	-89.88709	732.77521	0.59581	0.65073	0.67361	0.46725	0.66312	0.67697	1	3.49469	1	4.07434	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	48	1	0			0	Fixation		765	510	323	53779	53779444	53787	53787831	2919513036	2807482815	2919521423	179	1163	1	0.49507	0.43978	1	0.50206	0.40229	5.29367	123.44946	38.09488	7.69770	131.02280	40.85139	1	-52.80093	-82.84272	730.64600	1	17.82095	-89.92189	733.15594	0.59601	0.65076	0.67444	0.46741	0.66310	0.67773	1	3.50073	1	4.08157	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	49	1	0			0	Fixation		782	506	350	53796	53796006	53804	53804916	2919529598	2807499377	2919538508	180	1164	1	0.49288	0.49981	1	0.49706	0.41287	4.53858	111.32058	33.68034	5.97751	128.88483	40.07321	1	-52.84137	-82.84366	730.57721	1	17.77927	-89.92043	733.13171	0.59609	0.65078	0.67431	0.46748	0.66310	0.67768	1	3.48872	1	4.08043	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	50	1	0			0	Fixation		798	507	360	53812	53812720	53821	53821697	2919546312	2807516091	2919555289	181	1165	1	0.48486	0.50424	1	0.50571	0.43410	1.78093	110.42537	33.35453	8.95201	124.59582	38.51215	1	-52.87254	-82.84199	730.37134	1	17.69409	-89.88503	732.91888	0.59618	0.65082	0.67391	0.46763	0.66309	0.67724	1	3.49736	1	4.09274	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	51	1	0			0	Fixation		815	510	358	53829	53829365	53837	53837448	2919562957	2807532735	2919571040	182	1166	1	0.48794	0.50030	1	0.50846	0.43275	2.83997	111.22170	33.64438	9.89811	124.86855	38.61141	1	-52.94747	-82.94302	730.76660	1	17.64775	-89.96969	733.30853	0.59626	0.65092	0.67472	0.46773	0.66315	0.67804	1	3.49303	1	4.10219	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	52	1	0			0	Fixation		831	506	370	53845	53845973	53854	53854908	2919579565	2807549343	2919588500	183	1167	1	0.48409	0.50117	1	0.50579	0.46331	1.51404	111.04594	33.58039	8.98061	118.69400	36.36405	1	-52.97200	-83.00423	730.92230	1	17.63487	-90.02305	733.47662	0.59628	0.65100	0.67505	0.46776	0.66321	0.67838	1	3.49791	1	4.06305	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	53	1	0			0	Fixation		848	505	367	53862	53862733	53871	53871724	2919596325	2807566103	2919605316	184	1168	1	0.48193	0.49314	1	0.50565	0.46442	0.77136	112.66743	34.17055	8.93058	118.46998	36.28253	1	-52.97960	-83.05638	730.94238	1	17.62238	-90.08370	733.49072	0.59630	0.65109	0.67510	0.46778	0.66332	0.67842	1	3.50739	1	4.09325	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	54	1	0			0	Fixation		865	506	369	53879	53879285	53887	53887584	2919612877	2807582655	2919621176	185	1169	1	0.48823	0.49941	1	0.50089	0.46350	2.93853	111.40150	33.70980	7.29434	118.65561	36.35007	1	-52.99687	-83.07404	730.87927	1	17.60562	-90.09612	733.42303	0.59633	0.65113	0.67498	0.46781	0.66336	0.67829	1	3.52280	1	4.10901	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	55	1	0			0	Fixation		881	503	370	53895	53895843	53904	53904536	2919629435	2807599213	2919638128	186	1170	1	0.48767	0.50470	1	0.49632	0.46094	2.74807	110.33208	33.32058	5.72422	119.17276	36.53828	1	-53.00952	-83.07185	730.82947	1	17.59684	-90.09496	733.37573	0.59636	0.65114	0.67489	0.46783	0.66337	0.67820	1	3.51071	1	4.11272	3
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	56	1	0			0	Fixation		898	507	372	53912	53912648	53921	53921540	2919646240	2807616018	2919655132	187	1171	1	0.49291	0.50972	1	0.49750	0.45957	4.54907	109.31869	32.95173	6.12946	119.45067	36.63942	1	-53.02709	-83.05100	730.68646	1	17.57149	-90.06537	733.21765	0.59642	0.65113	0.67460	0.46786	0.66335	0.67787	1	3.53517	1	4.13237	3
