ExperimentName	Subject	Session	SessionDate	SessionTime	LineNumber	RunningSample	ACC	CRESP	RESP	RT	CurrentObject	ComponentName	CurrentFixationDuration	CursorX	CursorY	RTTime	RTTimeMicro	RTTimeReceived	RTTimeReceivedMicro	SystemTimestamp	HardwareTimestamp	HostTimestamp	SEQD	SEQH	GazePointValidityLeftEye	GazePointPositionDisplayXLeftEye	GazePointPositionDisplayYLeftEye	GazePointValidityRightEye	GazePointPositionDisplayXRightEye	GazePointPositionDisplayYRightEye	GazePointPositionUserXLeftEye	GazePointPositionUserYLeftEye	GazePointPositionUserZLeftEye	GazePointPositionUserXRightEye	GazePointPositionUserYRightEye	GazePointPositionUserZRightEye	GazeOriginValidityLeftEye	GazeOriginPositionUserXLeftEye	GazeOriginPositionUserYLeftEye	GazeOriginPositionUserZLeftEye	GazeOriginValidityRightEye	GazeOriginPositionUserXRightEye	GazeOriginPositionUserYRightEye	GazeOriginPositionUserZRightEye	GazeOriginPositionTrackBoxXLeftEye	GazeOriginPositionTrackBoxYLeftEye	GazeOriginPositionTrackBoxZLeftEye	GazeOriginPositionTrackBoxXRightEye	GazeOriginPositionTrackBoxYRightEye	GazeOriginPositionTrackBoxZRightEye	PupilValidityLeftEye	PupilDiameterLeftEye	PupilValidityRightEye	PupilDiameterRightEye	Digit
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2628	13	0			0	Fixation		282	-1	-1	96938	96938886	96946	96946519	2962672477	2850642940	2962680110	2759	3754	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2629	13	0			0	Fixation		299	-1	-1	96955	96955832	96963	96963580	2962689424	2850659887	2962697172	2760	3755	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2630	13	0			0	Fixation		316	-1	-1	96972	96972150	96978	96978867	2962705741	2850676205	2962712458	2761	3756	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2631	13	0			0	Fixation		332	-1	-1	96988	96988850	96996	96996267	2962722442	2850692906	2962729859	2762	3757	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2632	13	0			0	Fixation		349	-1	-1	97005	97005747	97013	97013520	2962739339	2850709803	2962747112	2763	3758	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2633	13	0			0	Fixation		366	-1	-1	97022	97022098	97028	97028435	2962755689	2850726153	2962762026	2764	3759	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2634	13	0			0	Fixation		382	-1	-1	97038	97038719	97046	97046109	2962772310	2850742774	2962779700	2765	3760	0	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	0	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	-1.00000	0	-1.#IND0	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2635	13	0			0	Fixation		399	278	702	97055	97055565	97063	97063600	2962789157	2850759621	2962797192	2766	3761	0	-1.00000	-1.00000	1	0.27197	0.91507	-1.00000	-1.00000	-1.00000	-71.45155	27.42622	3.14539	0	-1.00000	-1.00000	-1.00000	1	15.23786	-88.20060	732.81390	-1.00000	-1.00000	-1.00000	0.47209	0.66005	0.67652	0	-1.#IND0	1	2.84612	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2636	13	0			0	Fixation		416	290	524	97072	97072008	97079	97079779	2962805600	2850776064	2962813371	2767	3762	0	-1.00000	-1.00000	1	0.28368	0.68313	-1.00000	-1.00000	-1.00000	-67.42254	74.28361	20.20002	0	-1.00000	-1.00000	-1.00000	1	15.22723	-88.19240	732.83112	-1.00000	-1.00000	-1.00000	0.47211	0.66003	0.67655	0	-1.#IND0	1	2.93723	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2637	13	0			0	Fixation		432	419	471	97088	97088579	97097	97097146	2962822170	2850792635	2962830737	2768	3763	1	0.40982	0.61389	0	-1.00000	-1.00000	-24.03282	88.27261	25.29151	-1.00000	-1.00000	-1.00000	1	-55.60987	-82.24197	730.41266	0	-1.00000	-1.00000	-1.00000	0.60116	0.64971	0.67426	-1.00000	-1.00000	-1.00000	1	3.15605	0	-1.#IND0	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2638	13	0			0	Fixation		449	452	558	97105	97105577	97114	97114895	2962839168	2850809633	2962848486	2769	3764	1	0.45211	0.76015	1	0.43149	0.69504	-9.48666	58.72344	14.53653	-16.57984	71.87894	19.32471	1	-55.61781	-82.22803	730.43835	1	15.19816	-88.22425	733.10901	0.60117	0.64968	0.67431	0.47217	0.66003	0.67711	1	3.19211	1	3.41592	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2639	13	0			0	Fixation		465	506	518	97121	97121996	97130	97130755	2962855588	2850826053	2962864347	2770	3765	1	0.50880	0.71502	1	0.48097	0.63605	10.01502	67.84096	17.85506	0.44370	83.79704	23.66263	1	-55.63390	-82.24149	730.56573	1	15.20519	-88.24525	733.25037	0.60118	0.64968	0.67456	0.47216	0.66004	0.67740	1	2.98651	1	3.49207	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2640	13	0			0	Fixation		482	501	486	97138	97138554	97147	97147590	2962872145	2850842610	2962881181	2771	3766	1	0.48176	0.66414	1	0.49713	0.60231	0.71333	78.12095	21.59668	6.00011	90.61266	26.14331	1	-55.63988	-82.26934	730.79865	1	15.21004	-88.27274	733.44250	0.60116	0.64968	0.67503	0.47216	0.66004	0.67778	1	3.13542	1	3.56586	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2641	13	0			0	Fixation		499	532	436	97155	97155589	97165	97165204	2962889180	2850859645	2962898795	2772	3767	1	0.50140	0.59151	1	0.53860	0.54560	7.47007	92.79558	26.93777	20.26810	102.06998	30.31342	1	-55.65075	-82.30716	731.09198	1	15.22191	-88.32641	733.80133	0.60114	0.64969	0.67562	0.47215	0.66006	0.67851	1	3.26495	1	3.71959	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2642	13	0			0	Fixation		515	514	401	97171	97171917	97180	97180168	2962905508	2850875973	2962913759	2773	3768	1	0.50080	0.52783	1	0.50497	0.51789	7.26511	105.66010	31.62007	8.69864	107.66782	32.35085	1	-55.64270	-82.35699	731.29535	1	15.24897	-88.37066	733.97571	0.60110	0.64974	0.67604	0.47211	0.66011	0.67887	1	3.29507	1	3.86018	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2643	13	0			0	Fixation		532	516	385	97188	97188520	97197	97197678	2962922111	2850892576	2962931269	2774	3769	1	0.50172	0.50711	1	0.50801	0.49670	7.57996	109.84637	33.14378	9.74323	111.94935	33.90919	1	-55.64835	-82.40024	731.57214	1	15.27266	-88.41003	734.20868	0.60107	0.64976	0.67660	0.47208	0.66013	0.67934	1	3.34019	1	3.89479	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2644	13	0			0	Fixation		549	514	373	97205	97205408	97214	97214754	2962938999	2850909464	2962948345	2775	3770	1	0.49908	0.48850	1	0.50523	0.48538	6.67333	113.60599	34.51221	8.78658	114.23693	34.74181	1	-55.65827	-82.45643	731.97424	1	15.31633	-88.47956	734.67706	0.60103	0.64978	0.67741	0.47202	0.66015	0.68029	1	3.35567	1	3.90649	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2645	13	0			0	Fixation		565	519	364	97221	97221837	97230	97230207	2962955428	2850925893	2962963798	2776	3771	1	0.50663	0.47489	1	0.50729	0.47428	9.26867	116.35495	35.51274	9.49569	116.47890	35.55784	1	-55.66264	-82.48650	732.35529	1	15.35791	-88.52634	735.02856	0.60099	0.64976	0.67817	0.47195	0.66016	0.68100	1	3.34340	1	3.90851	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2646	13	0			0	Fixation		582	519	360	97238	97238388	97247	97247401	2962971979	2850942445	2962980992	2777	3772	1	0.50613	0.46825	1	0.50948	0.47040	9.09787	117.69712	36.00125	10.25067	117.26224	35.84296	1	-55.64698	-82.50235	732.56500	1	15.38454	-88.55127	735.22504	0.60093	0.64975	0.67859	0.47191	0.66016	0.68140	1	3.35443	1	3.91531	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2647	13	0			0	Fixation		599	522	358	97255	97255226	97264	97264225	2962988818	2850959284	2962997817	2778	3773	1	0.50732	0.46366	1	0.51239	0.46980	9.50555	118.62414	36.33865	11.25006	117.38411	35.88729	1	-55.61543	-82.50418	732.67102	1	15.42959	-88.55576	735.33044	0.60086	0.64973	0.67879	0.47183	0.66015	0.68161	1	3.35454	1	3.93958	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2648	13	0			0	Fixation		615	522	352	97271	97271754	97280	97280142	2963005346	2850975813	2963013734	2779	3774	1	0.50586	0.46405	1	0.51557	0.45485	9.00475	118.54556	36.31004	12.34294	120.40491	36.98679	1	-55.53314	-82.44660	732.31506	1	15.45408	-88.50677	734.98090	0.60076	0.64970	0.67806	0.47178	0.66013	0.68090	1	3.36928	1	3.94885	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2649	13	0			0	Fixation		632	525	354	97288	97288353	97297	97297346	2963021944	2850992411	2963030937	2780	3775	1	0.50728	0.46719	1	0.51851	0.45728	9.49347	117.91053	36.07890	13.35675	119.91319	36.80780	1	-55.47978	-82.39711	731.99762	1	15.47609	-88.45697	734.68164	0.60070	0.64967	0.67741	0.47173	0.66011	0.68030	1	3.36774	1	3.93867	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2650	13	0			0	Fixation		649	520	359	97305	97305140	97314	97314371	2963038731	2851009198	2963047962	2781	3776	1	0.49944	0.46647	1	0.51687	0.47079	6.79645	118.05656	36.13204	12.79139	117.18346	35.81426	1	-55.41920	-82.35462	731.74780	1	15.51390	-88.41531	734.39771	0.60063	0.64965	0.67690	0.47165	0.66009	0.67973	1	3.36899	1	3.95366	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2651	13	0			0	Fixation		665	519	356	97321	97321675	97330	97330196	2963055266	2851025733	2963063787	2782	3777	1	0.50751	0.46413	1	0.50774	0.46415	9.57237	118.52897	36.30396	9.65057	118.52496	36.30253	1	-55.39771	-82.33894	731.86310	1	15.56586	-88.41702	734.51038	0.60057	0.64959	0.67712	0.47156	0.66007	0.67995	1	3.37743	1	3.97011	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2652	13	0			0	Fixation		682	522	359	97338	97338223	97347	97347272	2963071814	2851042281	2963080863	2783	3778	1	0.51398	0.46971	1	0.50580	0.46715	11.79868	117.40238	35.89397	8.98194	117.91957	36.08218	1	-55.37845	-82.32971	731.97180	1	15.59808	-88.41830	734.61859	0.60052	0.64955	0.67733	0.47150	0.66005	0.68017	1	3.40601	1	3.97829	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2653	13	0			0	Fixation		699	522	353	97355	97355056	97364	97364245	2963088647	2851059114	2963097836	2784	3779	1	0.51362	0.46122	1	0.50669	0.46005	11.67307	119.11765	36.51826	9.28991	119.35358	36.60412	1	-55.34505	-82.30351	731.94885	1	15.63883	-88.39606	734.58716	0.60047	0.64951	0.67728	0.47143	0.66002	0.68010	1	3.41409	1	3.99895	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2654	13	0			0	Fixation		715	518	353	97371	97371595	97380	97380352	2963105186	2851075653	2963113943	2785	3780	1	0.50521	0.45982	1	0.50796	0.46061	8.77980	119.39986	36.62101	9.72519	119.23940	36.56256	1	-55.29801	-82.26706	731.85803	1	15.65982	-88.36161	734.49866	0.60039	0.64946	0.67708	0.47139	0.65997	0.67992	1	3.42297	1	4.01364	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2655	13	0			0	Fixation		732	518	350	97388	97388188	97397	97397309	2963121779	2851092247	2963130900	2786	3781	1	0.50545	0.46516	1	0.50758	0.44663	8.86386	118.32160	36.22854	9.59582	122.06415	37.59069	1	-55.26092	-82.23633	731.72516	1	15.67122	-88.33826	734.37567	0.60034	0.64943	0.67681	0.47136	0.65996	0.67967	1	3.43433	1	4.00464	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2656	13	0			0	Fixation		748	520	354	97404	97404969	97414	97414140	2963138561	2851109029	2963147732	2787	3782	1	0.50055	0.46025	1	0.51683	0.46166	7.17842	119.31346	36.58955	12.77833	119.02919	36.48600	1	-55.21429	-82.20221	731.53949	1	15.68498	-88.30152	734.16339	0.60028	0.64941	0.67642	0.47133	0.65994	0.67924	1	3.44514	1	4.02100	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2657	13	0			0	Fixation		765	516	351	97421	97421513	97429	97429925	2963155105	2851125573	2963163517	2788	3783	1	0.49727	0.45272	1	0.51121	0.46216	6.04944	120.83433	37.14309	10.84484	118.92743	36.44902	1	-55.17273	-82.17656	731.39111	1	15.70865	-88.27729	734.02130	0.60023	0.64939	0.67612	0.47128	0.65993	0.67895	1	3.45976	1	4.03712	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2658	13	0			0	Fixation		782	519	357	97438	97438058	97447	97447214	2963171649	2851142117	2963180805	2789	3784	1	0.50078	0.45938	1	0.51474	0.47042	7.25670	119.48926	36.65355	12.06000	117.25789	35.84136	1	-55.15635	-82.17701	731.36835	1	15.72292	-88.27618	733.98724	0.60020	0.64940	0.67607	0.47125	0.65993	0.67889	1	3.46933	1	4.04948	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2659	13	0			0	Fixation		798	523	360	97454	97454886	97464	97464085	2963188477	2851158945	2963197676	2790	3785	1	0.50462	0.47357	1	0.51872	0.46604	8.57860	116.62231	35.61007	13.42703	118.14284	36.16349	1	-55.13964	-82.17709	731.38208	1	15.73914	-88.28156	734.00702	0.60017	0.64940	0.67609	0.47122	0.65994	0.67893	1	3.49031	1	4.03879	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2660	13	0			0	Fixation		815	521	356	97471	97471434	97479	97479734	2963205025	2851175493	2963213325	2791	3786	1	0.50722	0.46106	1	0.51136	0.46750	9.47200	119.14847	36.52948	10.89535	117.84895	36.05644	1	-55.14590	-82.20154	731.59290	1	15.76358	-88.30582	734.20966	0.60015	0.64940	0.67652	0.47119	0.65994	0.67934	1	3.49361	1	4.04697	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2661	13	0			0	Fixation		832	520	355	97488	97488024	97497	97497086	2963221615	2851192083	2963230677	2792	3787	1	0.50342	0.46455	1	0.51236	0.46102	8.16602	118.44496	36.27342	11.24109	119.15736	36.53267	1	-55.14702	-82.21069	731.68799	1	15.77334	-88.31902	734.30609	0.60014	0.64940	0.67671	0.47117	0.65994	0.67953	1	3.49588	1	4.05650	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2662	13	0			0	Fixation		848	522	355	97504	97504801	97514	97514178	2963238392	2851208861	2963247769	2793	3788	1	0.50860	0.46529	1	0.51235	0.46072	9.94638	118.29561	36.21906	11.23541	119.21909	36.55514	1	-55.15147	-82.21748	731.75116	1	15.77631	-88.32224	734.37775	0.60014	0.64940	0.67684	0.47117	0.65993	0.67968	1	3.49989	1	4.05693	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2663	13	0			0	Fixation		865	521	363	97521	97521353	97529	97529923	2963254944	2851225413	2963263514	2794	3789	1	0.51100	0.47245	1	0.50846	0.47370	10.77270	116.84913	35.69252	9.89725	116.59608	35.60048	1	-55.16670	-82.22368	731.84601	1	15.76397	-88.31863	734.47101	0.60016	0.64939	0.67703	0.47120	0.65990	0.67986	1	3.51253	1	4.07056	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2664	13	0			0	Fixation		881	529	369	97537	97537891	97546	97546930	2963271482	2851241951	2963280521	2795	3790	1	0.51373	0.48138	1	0.51954	0.48187	11.71240	115.04462	35.03571	13.70858	114.94544	34.99970	1	-55.17966	-82.22767	731.89429	1	15.75232	-88.32162	734.52142	0.60017	0.64938	0.67713	0.47122	0.65990	0.67996	1	3.50703	1	4.07562	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2665	13	0			0	Fixation		898	521	366	97554	97554715	97563	97563889	2963288306	2851258775	2963297480	2796	3791	1	0.50485	0.47268	1	0.51353	0.48050	8.65684	116.80220	35.67550	11.64245	115.22120	35.10004	1	-55.20132	-82.22875	731.94232	1	15.73230	-88.32272	734.57550	0.60021	0.64938	0.67722	0.47126	0.65989	0.68007	1	3.50296	1	4.07616	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2666	13	0			0	Fixation		915	523	365	97571	97571273	97579	97579731	2963304864	2851275333	2963313322	2797	3792	1	0.50561	0.47283	1	0.51660	0.47911	8.91967	116.77251	35.66465	12.70012	115.50349	35.20280	1	-55.23712	-82.22910	731.96893	1	15.68194	-88.30653	734.59637	0.60027	0.64937	0.67728	0.47135	0.65985	0.68010	1	3.52888	1	4.07391	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2667	13	0			0	Fixation		931	521	366	97587	97587857	97596	97596904	2963321448	2851291917	2963330495	2798	3793	1	0.50316	0.47045	1	0.51571	0.48284	8.07698	117.25237	35.83932	12.39403	114.74876	34.92811	1	-55.26304	-82.22923	731.89856	1	15.66423	-88.29102	734.53418	0.60032	0.64939	0.67715	0.47138	0.65984	0.67997	1	3.52800	1	4.08562	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2668	13	0			0	Fixation		948	518	369	97604	97604631	97613	97613943	2963338222	2851308691	2963347534	2799	3794	1	0.50291	0.47555	1	0.51073	0.48595	7.98968	116.22289	35.46466	10.67968	114.12057	34.69946	1	-55.29533	-82.22189	731.79010	1	15.63643	-88.26896	734.41711	0.60040	0.64940	0.67694	0.47143	0.65982	0.67974	1	3.50572	1	4.06851	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2669	13	0			0	Fixation		965	519	366	97621	97621193	97629	97629501	2963354784	2851325253	2963363092	2800	3795	1	0.51087	0.47219	1	0.50389	0.48095	10.72596	116.90145	35.71162	8.32591	115.13084	35.06718	1	-55.31248	-82.19282	731.63470	1	15.62344	-88.24676	734.27679	0.60045	0.64937	0.67662	0.47144	0.65981	0.67945	1	3.49554	1	4.07277	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2670	13	0			0	Fixation		981	522	365	97637	97637726	97646	97646758	2963371317	2851341787	2963380349	2801	3796	1	0.51336	0.46913	1	0.50804	0.48259	11.58479	117.51927	35.93650	9.75320	114.79984	34.94673	1	-55.29912	-82.17227	731.51886	1	15.62314	-88.22888	734.15985	0.60044	0.64936	0.67639	0.47144	0.65981	0.67921	1	3.50543	1	4.06317	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2671	13	0			0	Fixation		998	522	361	97654	97654545	97663	97663722	2963388136	2851358606	2963397313	2802	3797	1	0.50965	0.46643	1	0.51094	0.47531	10.30764	118.06503	36.13517	10.75152	116.26958	35.48163	1	-55.26251	-82.14470	731.35138	1	15.64360	-88.21353	733.96820	0.60040	0.64934	0.67604	0.47139	0.65982	0.67883	1	3.50909	1	4.05217	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2672	13	0			0	Stimulus		0	520	363	97671	97671112	97679	97679619	2963404703	2851375173	2963413210	2803	3798	1	0.50333	0.47529	1	0.51368	0.47262	8.13513	116.27470	35.48354	11.69296	116.81461	35.68003	1	-55.20007	-82.11114	731.11127	1	15.67109	-88.19524	733.73456	0.60032	0.64933	0.67555	0.47134	0.65984	0.67836	1	3.48987	1	4.03856	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2673	13	0			0	Stimulus		16	521	368	97687	97687692	97696	97696718	2963421283	2851391753	2963430309	2804	3799	1	0.50420	0.47906	1	0.51373	0.47948	8.43419	115.51370	35.20651	11.71146	115.42816	35.17541	1	-55.16259	-82.09175	730.94116	1	15.69434	-88.18707	733.56372	0.60027	0.64933	0.67520	0.47129	0.65986	0.67802	1	3.49275	1	4.02907	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2674	13	0			0	Stimulus		33	518	367	97704	97704461	97713	97713639	2963438052	2851408522	2963447230	2805	3800	1	0.50528	0.47239	1	0.50789	0.48342	8.80489	116.86065	35.69681	9.70125	114.63136	34.88536	1	-55.11647	-82.08486	730.80896	1	15.72969	-88.17798	733.42151	0.60021	0.64935	0.67493	0.47122	0.65988	0.67774	1	3.48038	1	4.01431	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2675	13	0			0	Stimulus		50	518	368	97721	97721031	97729	97729450	2963454622	2851425093	2963463041	2806	3801	1	0.50218	0.47506	1	0.50958	0.48545	7.73977	116.32027	35.50010	10.28393	114.22221	34.73642	1	-55.10461	-82.11717	730.99622	1	15.77031	-88.22352	733.60492	0.60016	0.64937	0.67531	0.47115	0.65992	0.67812	1	3.47920	1	4.00136	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2676	13	0			0	Stimulus		66	519	364	97737	97737560	97746	97746493	2963471151	2851441622	2963480084	2807	3802	1	0.50551	0.46327	1	0.50828	0.48706	8.88220	118.70348	36.36749	9.83840	113.89620	34.61777	1	-55.10873	-82.15351	731.24420	1	15.79741	-88.26787	733.83960	0.60013	0.64938	0.67581	0.47111	0.65995	0.67860	1	3.47688	1	4.00162	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2677	13	0			0	Stimulus		83	517	366	97754	97754472	97763	97763755	2963488063	2851458534	2963497346	2808	3803	1	0.50664	0.46878	1	0.50474	0.48525	9.27283	117.58916	35.96191	8.61803	114.26138	34.75066	1	-55.12406	-82.20390	731.58832	1	15.82897	-88.32767	734.22339	0.60011	0.64940	0.67651	0.47107	0.65997	0.67937	1	3.44766	1	3.98949	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2678	13	0			0	Stimulus		99	512	364	97770	97770951	97779	97779338	2963504542	2851475013	2963512929	2809	3804	1	0.49943	0.46287	1	0.50123	0.48673	6.79142	118.78407	36.39684	7.41252	113.96318	34.64219	1	-55.13682	-82.22657	731.81879	1	15.83631	-88.36193	734.44000	0.60010	0.64940	0.67697	0.47106	0.65999	0.67981	1	3.44579	1	3.97644	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2679	13	0			0	Stimulus		116	514	363	97787	97787526	97796	97796693	2963521117	2851491588	2963530284	2810	3805	1	0.50327	0.46114	1	0.50127	0.48574	8.11493	119.13399	36.52420	7.42499	114.16393	34.71523	1	-55.14545	-82.23395	731.91113	1	15.83745	-88.36710	734.53040	0.60011	0.64939	0.67716	0.47107	0.65998	0.67999	1	3.42424	1	3.97769	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2680	13	0			0	Stimulus		133	515	363	97804	97804388	97813	97813778	2963537979	2851508450	2963547369	2811	3806	1	0.50423	0.45904	1	0.50178	0.48799	8.44447	119.55816	36.67860	7.59900	113.70950	34.54981	1	-55.15674	-82.23834	732.04077	1	15.83396	-88.37170	734.68030	0.60011	0.64937	0.67742	0.47108	0.65995	0.68029	1	3.41283	1	3.97072	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2681	13	0			0	Stimulus		149	510	362	97820	97820870	97829	97829669	2963554461	2851524933	2963563260	2812	3807	1	0.49760	0.45471	1	0.49992	0.48829	6.16282	120.43231	36.99684	6.96122	113.64780	34.52740	1	-55.17326	-82.25855	732.25739	1	15.83551	-88.38459	734.89111	0.60011	0.64937	0.67785	0.47108	0.65993	0.68071	1	3.40144	1	3.95006	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2682	13	0			0	Stimulus		166	513	364	97837	97837394	97846	97846144	2963570986	2851541458	2963579736	2813	3808	1	0.50144	0.46240	1	0.50216	0.48589	7.48381	118.87817	36.43114	7.73230	114.13349	34.70415	1	-55.18522	-82.27376	732.42017	1	15.84074	-88.39374	735.04431	0.60011	0.64936	0.67818	0.47108	0.65991	0.68102	1	3.39867	1	3.93037	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2683	13	0			0	Stimulus		183	511	369	97854	97854205	97863	97863311	2963587796	2851558268	2963596902	2814	3809	1	0.50033	0.46389	1	0.49867	0.49751	7.10050	118.57829	36.32193	6.53059	111.78596	33.84975	1	-55.19804	-82.29295	732.61243	1	15.85313	-88.41261	735.26227	0.60011	0.64936	0.67857	0.47107	0.65990	0.68146	1	3.39897	1	3.91496	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2684	13	0			0	Stimulus		199	507	395	97870	97870790	97879	97879284	2963604381	2851574853	2963612875	2815	3810	1	0.49733	0.48041	1	0.49411	0.54879	6.06854	115.24099	35.10727	4.96335	101.42630	30.07916	1	-55.20490	-82.30119	732.78326	1	15.86612	-88.41469	735.41785	0.60010	0.64934	0.67891	0.47105	0.65987	0.68177	1	3.35052	1	3.84888	4
DigitSpanBackward v3.3	6	4	03-05-2026	14:48:37	2685	13	0			0	Stimulus		216	603	500	97887	97887265	97895	97895887	2963620856	2851591328	2963629478	2816	3811	1	0.58907	0.65137	0	-1.00000	-1.00000	37.62838	80.70119	22.53580	-1.00000	-1.00000	-1.00000	1	-55.20359	-82.28865	732.78296	0	-1.00000	-1.00000	-1.00000	0.60009	0.64931	0.67890	-1.00000	-1.00000	-1.00000	1	3.01910	0	-1.#IND0	4
